"DateTime";"Final price";"Historical low"
"2012-11-02 17:43:10";1,99;1,99
"2012-11-21 19:43:04";3,99;1,99
"2013-02-07 18:27:08";4,74;1,99
"2013-02-19 18:27:19";1,99;1,99
"2013-07-11 18:15:31";3,99;1,99
"2013-07-18 17:28:28";1,99;1,99
"2013-07-20 17:27:55";3,99;1,99
"2013-07-25 15:54:09";7,99;1,99
"2013-09-03 23:13:11";2;1,99
"2013-09-06 03:43:09";7,99;1,99
"2013-11-27 18:23:12";3,99;1,99
"2013-11-28 12:51:21";7,99;1,99
"2013-11-29 05:35:04";3,99;1,99
"2013-11-29 12:50:45";7,99;1,99
"2013-12-02 18:26:33";1,99;1,99
"2013-12-04 20:48:27";7,99;1,99
"2013-12-19 20:27:49";3,99;1,99
"2013-12-23 12:39:28";7,99;1,99
"2013-12-23 19:02:51";3,99;1,99
"2013-12-26 19:40:54";7,99;1,99
"2013-12-28 18:41:25";1,99;1,99
"2013-12-30 18:30:55";3,99;1,99
"2014-01-02 18:30:11";1,99;1,99
"2014-01-03 18:23:00";7,99;1,99
"2014-02-18 18:26:11";1,99;1,99
"2014-02-20 18:29:53";7,99;1,99
"2014-06-19 19:03:03";3,99;1,99
"2014-06-21 00:16:07";7,99;1,99
"2014-06-24 09:51:07";1,99;1,99
"2014-06-24 17:27:05";3,99;1,99
"2014-06-28 18:49:05";1,99;1,99
"2014-06-30 17:19:05";7,99;1,99
"2014-11-26 19:22:03";7,19;1,99
"2014-11-27 20:37:36";8,99;1,99
"2014-11-27 20:37:36";7,19;1,99
"2014-11-28 18:01:34";1,99;1,99
"2014-11-28 18:01:34";2,49;1,99
"2014-11-30 18:02:19";7,19;1,99
"2014-11-30 18:06:08";8,99;1,99
"2014-12-02 18:14:19";7,99;1,99
"2014-12-02 18:14:19";9,99;1,99
"2014-12-18 18:22:51";8,99;1,99
"2014-12-18 18:22:51";7,19;1,99
"2014-12-23 18:05:36";1,99;1,99
"2014-12-23 18:05:36";2,49;1,99
"2014-12-25 18:05:49";7,19;1,99
"2014-12-25 18:05:49";8,99;1,99
"2014-12-31 18:05:37";2,49;1,99
"2014-12-31 18:05:37";1,99;1,99
"2015-01-02 18:05:36";7,99;1,99
"2015-01-02 18:05:36";9,99;1,99
"2015-02-14 18:05:50";2,49;1,99
"2015-02-14 18:05:50";1,99;1,99
"2015-02-16 18:05:48";9,99;1,99
"2015-02-16 18:05:48";7,99;1,99
"2015-06-11 17:11:03";7,49;1,99
"2015-06-11 17:11:03";5,99;1,99
"2015-06-15 17:05:50";4,99;1,99
"2015-06-15 17:05:50";3,99;1,99
"2015-06-17 17:05:50";5,99;1,99
"2015-06-17 17:05:50";7,49;1,99
"2015-06-20 17:06:01";3,99;1,99
"2015-06-20 17:06:01";4,99;1,99
"2015-06-22 17:03:54";7,99;1,99
"2015-06-22 17:03:54";9,99;1,99
"2015-07-30 17:05:45";1,99;1,99
"2015-07-30 17:10:14";2,49;1,99
"2015-08-03 17:05:47";9,99;1,99
"2015-08-03 17:05:47";7,99;1,99
"2015-08-26 00:00:02";6,99;1,99
"2015-11-25 18:24:35";1,74;1,74
"2015-11-25 18:24:35";2,49;1,74
"2015-12-01 18:38:35";6,99;1,74
"2015-12-01 18:38:35";9,99;1,74
"2015-12-22 19:35:28";2,49;1,74
"2015-12-22 19:35:28";1,74;1,74
"2016-01-04 19:19:21";6,99;1,74
"2016-01-04 19:19:21";9,99;1,74
"2016-02-05 19:33:15";3,49;1,74
"2016-02-05 19:33:15";4,99;1,74
"2016-02-12 18:46:24";6,99;1,74
"2016-02-12 18:46:24";9,99;1,74
"2016-02-17 16:10:09";9,99;1,74
"2016-04-12 17:10:42";2,49;1,74
"2016-04-14 17:10:42";9,99;1,74
"2016-06-23 20:15:35";2,49;1,74
"2016-07-04 17:27:42";9,99;1,74
"2016-11-23 20:35:53";4,99;1,74
"2016-11-30 12:33:07";9,99;1,74
"2016-12-22 19:39:56";4,99;1,74
"2017-01-02 18:23:30";9,99;1,74
"2017-06-22 21:05:27";4,99;1,74
"2017-07-05 19:51:13";9,99;1,74
"2017-10-26 21:13:00";4,99;1,74
"2017-11-01 17:32:54";9,99;1,74
"2017-11-22 19:01:17";4,99;1,74
"2017-11-28 19:48:14";9,99;1,74
"2017-12-21 19:02:46";4,99;1,74
"2018-01-04 18:32:37";9,99;1,74
"2018-02-15 18:29:56";4,99;1,74
"2018-02-19 18:35:26";9,99;1,74
"2018-06-22 00:24:31";2,49;1,74
"2018-07-05 17:35:15";9,99;1,74
"2018-10-29 17:44:03";4,99;1,74
"2018-11-01 18:35:00";9,99;1,74
"2018-11-21 20:06:03";4,99;1,74
"2018-11-27 20:17:14";9,99;1,74
"2018-12-20 20:16:22";4,99;1,74
"2019-01-03 18:58:27";9,99;1,74
"2019-02-04 19:14:02";4,99;1,74
"2019-02-11 19:20:10";9,99;1,74
"2019-06-25 19:13:50";2,49;1,74
"2019-07-09 18:46:21";9,99;1,74
"2019-10-28 17:41:53";6,69;1,74
"2019-11-01 17:20:08";9,99;1,74
"2019-11-10 16:21:01";6,69;1,74
"2019-11-12 16:10:04";9,99;1,74
"2019-11-26 18:09:46";6,69;1,74
"2019-12-03 18:12:57";9,99;1,74
"2019-12-16 18:10:06";6,69;1,74
"2019-12-17 23:20:24";8,29;1,74
"2019-12-17 23:40:07";4,99;1,74
"2020-01-02 18:15:03";9,99;1,74
"2020-01-23 18:12:42";6,69;1,74
"2020-01-27 18:41:53";9,99;1,74
"2020-03-23 17:04:28";4,99;1,74
"2020-03-30 17:20:33";9,99;1,74
"2020-06-25 17:04:02";4,99;1,74
"2020-07-09 17:22:40";9,99;1,74
"2020-10-29 17:04:30";6,69;1,74
"2020-11-02 19:25:09";9,99;1,74
"2020-11-25 18:08:50";6,69;1,74
"2020-12-01 18:18:33";9,99;1,74
"2020-12-22 18:15:02";6,69;1,74
"2021-01-05 18:15:13";9,99;1,74
"2021-02-11 18:08:42";6,69;1,74
"2021-02-15 18:46:24";9,99;1,74
"2021-06-24 17:33:31";4,99;1,74
"2021-07-08 18:00:58";9,99;1,74
"2021-10-28 17:37:04";6,69;1,74
"2021-11-01 17:41:23";9,99;1,74
"2021-11-24 18:07:27";6,69;1,74
"2021-12-01 18:21:32";9,99;1,74
"2021-12-22 18:01:30";6,69;1,74
"2022-01-05 18:20:11";9,99;1,74
"2022-01-27 18:21:22";6,69;1,74
"2022-02-03 18:21:23";9,99;1,74
"2022-06-23 17:07:59";3,99;1,74
"2022-07-07 17:21:26";9,99;1,74
"2022-11-22 18:08:23";6,69;1,74
"2022-11-29 18:21:22";9,99;1,74
